0	1.05987e+30
0.1	1.05987e+30
0.2	1.05987e+30
0.3	1.05987e+30
0.4	1.05987e+30
0.5	1.05987e+30
0.6	1.05987e+30
0.7	1.05987e+30
0.8	1.05987e+30
0.9	1.05987e+30
1	1.05987e+30
1.1	1.05987e+30
1.2	1.05987e+30
1.3	1.05987e+30
1.4	1.05987e+30
1.5	1.05987e+30
1.6	1.05987e+30
1.7	1.05987e+30
1.8	1.05987e+30
1.9	1.05987e+30
2	1.05987e+30
2.1	1.05987e+30
2.2	1.05987e+30
2.3	1.05987e+30
2.4	1.05987e+30
2.5	1.05987e+30
2.6	1.05987e+30
2.7	1.05987e+30
2.8	1.05987e+30
2.9	1.05987e+30
3	1.05987e+30
3.1	1.05987e+30
3.2	1.05987e+30
3.3	1.05987e+30
3.4	1.05987e+30
3.5	1.05987e+30
3.6	1.05987e+30
3.7	1.05987e+30
3.8	1.05987e+30
3.9	1.05987e+30
4	1.05987e+30
4.1	1.05987e+30
4.2	1.05987e+30
4.3	1.05987e+30
4.4	1.05987e+30
4.5	1.05987e+30
4.6	1.05987e+30
4.7	1.05987e+30
4.8	1.05987e+30
4.9	1.05987e+30
5	1.05987e+30
5.1	1.05987e+30
5.2	1.05987e+30
5.3	1.05987e+30
5.4	1.05987e+30
5.5	1.05987e+30
5.6	1.05987e+30
5.7	1.05987e+30
5.8	1.05987e+30
5.9	1.05987e+30
6	1.05987e+30
6.1	1.05987e+30
6.2	1.05987e+30
6.3	1.05987e+30
6.4	1.05987e+30
6.5	1.05987e+30
6.6	1.05987e+30
6.7	1.05987e+30
6.8	1.05987e+30
6.9	1.05987e+30
7	1.05987e+30
7.1	1.05987e+30
7.2	1.05987e+30
7.3	1.05987e+30
7.4	1.05987e+30
7.5	1.05987e+30
7.6	1.05987e+30
7.7	1.05987e+30
7.8	1.05987e+30
7.9	1.05987e+30
8	1.05987e+30
8.1	1.05987e+30
8.2	1.05987e+30
8.3	1.05987e+30
8.4	1.05987e+30
8.5	1.05987e+30
8.6	1.05987e+30
8.7	1.05987e+30
8.8	1.05987e+30
8.9	1.05987e+30
9	1.05987e+30
9.1	1.05987e+30
9.2	1.05987e+30
9.3	1.05987e+30
9.4	1.05987e+30
9.5	1.05987e+30
9.6	1.05987e+30
9.7	1.05987e+30
9.8	1.05987e+30
9.9	1.05987e+30
10	1.05987e+30
10.1	1.05987e+30
10.2	1.05987e+30
10.3	1.05987e+30
10.4	1.05987e+30
10.5	1.05987e+30
10.6	1.05987e+30
10.7	1.05987e+30
10.8	1.05987e+30
10.9	1.05987e+30
11	1.05987e+30
11.1	1.05987e+30
11.2	1.05987e+30
11.3	1.05987e+30
11.4	1.05987e+30
11.5	1.05987e+30
11.6	1.05987e+30
11.7	1.05987e+30
11.8	1.05987e+30
11.9	1.05987e+30
12	1.05987e+30
12.1	1.05987e+30
12.2	1.05987e+30
12.3	1.05987e+30
12.4	1.05987e+30
12.5	1.05987e+30
12.6	1.05987e+30
12.7	1.05987e+30
12.8	1.05987e+30
12.9	1.05987e+30
13	1.05987e+30
13.1	1.05987e+30
13.2	1.05987e+30
13.3	1.05987e+30
13.4	1.05987e+30
13.5	1.05987e+30
13.6	1.05987e+30
13.7	1.05987e+30
13.8	1.05987e+30
13.9	1.05987e+30
14	1.05987e+30
14.1	1.05987e+30
14.2	1.05987e+30
14.3	1.05987e+30
14.4	1.05987e+30
14.5	1.05987e+30
14.6	1.05987e+30
14.7	1.05987e+30
14.8	1.05987e+30
14.9	1.05987e+30
15	1.05987e+30
15.1	1.05987e+30
15.2	1.05987e+30
15.3	1.05987e+30
15.4	1.05987e+30
15.5	1.05987e+30
15.6	1.05987e+30
15.7	1.05987e+30
15.8	1.05987e+30
15.9	1.05987e+30
16	1.05987e+30
16.1	1.05987e+30
16.2	1.05987e+30
16.3	1.05987e+30
16.4	1.05987e+30
16.5	1.05987e+30
16.6	1.05987e+30
16.7	1.05987e+30
16.8	1.05987e+30
16.9	1.05987e+30
17	1.05987e+30
17.1	1.05987e+30
17.2	1.05987e+30
17.3	1.05987e+30
17.4	1.05987e+30
17.5	1.05987e+30
17.6	1.05987e+30
17.7	1.05987e+30
17.8	1.05987e+30
17.9	1.05987e+30
18	1.05987e+30
18.1	1.05987e+30
18.2	1.05987e+30
18.3	1.05987e+30
18.4	1.05987e+30
18.5	1.05987e+30
18.6	1.05987e+30
18.7	1.05987e+30
18.8	1.05987e+30
18.9	1.05987e+30
19	1.05987e+30
19.1	1.05987e+30
19.2	1.05987e+30
19.3	1.05987e+30
19.4	1.05987e+30
19.5	1.05987e+30
19.6	1.05987e+30
19.7	1.05987e+30
19.8	1.05987e+30
19.9	1.05987e+30
20	1.05987e+30
20.1	1.05987e+30
20.2	1.05987e+30
20.3	1.05987e+30
20.4	1.05987e+30
20.5	1.05987e+30
20.6	1.05987e+30
20.7	1.05987e+30
20.8	1.05987e+30
20.9	1.05987e+30
21	1.05987e+30
21.1	1.05987e+30
21.2	1.05987e+30
21.3	1.05987e+30
21.4	1.05987e+30
21.5	1.05987e+30
21.6	1.05987e+30
21.7	1.05987e+30
21.8	1.05987e+30
21.9	1.05987e+30
22	1.05987e+30
22.1	1.05987e+30
22.2	1.05987e+30
22.3	1.05987e+30
22.4	1.05987e+30
22.5	1.05987e+30
22.6	1.05987e+30
22.7	1.05987e+30
22.8	1.05987e+30
22.9	1.05987e+30
23	1.05987e+30
23.1	1.05987e+30
23.2	1.05987e+30
23.3	1.05987e+30
23.4	1.05987e+30
23.5	1.05987e+30
23.6	1.05987e+30
23.7	1.05987e+30
23.8	1.05987e+30
23.9	1.05987e+30
24	1.05987e+30
24.1	1.05987e+30
24.2	1.05987e+30
24.3	1.05987e+30
24.4	1.05987e+30
24.5	1.05987e+30
24.6	1.05987e+30
24.7	1.05987e+30
24.8	1.05987e+30
24.9	1.05987e+30
25	1.05987e+30
25.1	1.05987e+30
25.2	1.05987e+30
25.3	1.05987e+30
25.4	1.05987e+30
25.5	1.05987e+30
25.6	1.05987e+30
25.7	1.05987e+30
25.8	1.05987e+30
25.9	1.05987e+30
26	1.05987e+30
26.1	1.05987e+30
26.2	1.05987e+30
26.3	1.05987e+30
26.4	1.05987e+30
26.5	1.05987e+30
26.6	1.05987e+30
26.7	1.05987e+30
26.8	1.05987e+30
26.9	1.05987e+30
27	1.05987e+30
27.1	1.05987e+30
27.2	1.05987e+30
27.3	1.05987e+30
27.4	1.05987e+30
27.5	1.05987e+30
27.6	1.05987e+30
27.7	1.05987e+30
27.8	1.05987e+30
27.9	1.05987e+30
28	1.05987e+30
28.1	1.05987e+30
28.2	1.05987e+30
28.3	1.05987e+30
28.4	1.05987e+30
28.5	1.05987e+30
28.6	1.05987e+30
28.7	1.05987e+30
28.8	1.05987e+30
28.9	1.05987e+30
29	1.05987e+30
29.1	1.05987e+30
29.2	1.05987e+30
29.3	1.05987e+30
29.4	1.05987e+30
29.5	1.05987e+30
29.6	1.05987e+30
29.7	1.05987e+30
29.8	1.05987e+30
29.9	1.05987e+30
30	1.05987e+30
30.1	1.05987e+30
30.2	1.05987e+30
30.3	1.05987e+30
30.4	1.05987e+30
30.5	1.05987e+30
30.6	1.05987e+30
30.7	1.05987e+30
30.8	1.05987e+30
30.9	1.05987e+30
31	1.05987e+30
31.1	1.05987e+30
31.2	1.05987e+30
31.3	1.05987e+30
31.4	1.05987e+30
31.5	1.05987e+30
31.6	1.05987e+30
31.7	1.05987e+30
31.8	1.05987e+30
31.9	1.05987e+30
32	1.05987e+30
32.1	1.05987e+30
32.2	1.05987e+30
32.3	1.05987e+30
32.4	1.05987e+30
32.5	1.05987e+30
32.6	1.05987e+30
32.7	1.05987e+30
